29	10313	2026_05_03_haskolaprofessor-um-adild-islands-ad-esb-ekki-malefnalegt-ad-lofa-laegri-voxtum-meiri-fjarfestingu-og-haerri-lifskjorum-thess-ad-syna-forsendurnar	Háskólaprófessor um aðild Íslands að ESB: „Ekki málefnalegt að lofa lægri vöxtum, meiri fjárfestingu og hærri lífskjörum án þess að sýna forsendurnar“
29	8370	2026_06_30_david-thor-bjorgvinsson-skrifar-esb-og-hinar-dreifdu-byggdir-islands	Davíð Þór Björgvinsson skrifar: ESB og hinar dreifðu byggðir Íslands
28	5642	2026_04_22_thomas-moller-skrifar-kosningar-unga-folksins	Thomas Möller skrifar: Kosningar unga fólksins
26	5287	2026_06_05_david-thor-bjorgvinsson-skrifar-esb-er-lydraedislegt	Davíð Þór Björgvinsson skrifar: ESB er lýðræðislegt
26	7428	2026_08_11_johann-pall-johannsson-thad-kostar-mikla-fjarmuni-ad-standa-utan-esb-og-stunda	Jóhann Páll Jóhannsson: Það kostar mikla fjármuni að standa utan ESB og stunda hagsmunagæslu
25	4385	2026_04_15_maria-rut-kristinsdottir-skrifar-opna-dyrnar-eda-loka-theim	María Rut Kristinsdóttir skrifar: Opna dyrnar eða loka þeim?
25	3754	2026_07_02_fyrrum-samningamadur-noregs-vid-esb-thad-liggur-fyrir-ad-island-mun-fa-varanlegar	Fyrrum samningamaður Noregs við ESB: Það liggur fyrir að Ísland mun fá varanlegar undanþágur frá sameiginlegu fiskveiðistefnu ESB
24	6262	2026_06_17_verum-hugrokk-og-gerum-thad-sem-vid-getum-til-thess-ad-fa-stadreyndirnar-bordid	„Verum hugrökk og gerum það sem við getum til þess að fá staðreyndirnar á borðið“
24	4936	2026_06_19_david-thor-bjorgvinsson-skrifar-esb-islensk-tunga-og-menning-0	Davíð Þór Björgvinsson skrifar: ESB, íslensk tunga og menning
23	6465	2026_04_06_david-thor-bjorgvinsson-baudenbacher-vedur-villu-vegar-ef-esb-og-island-telja-adildarumsoknina-gildi-tha-er-hun-gildi	Davíð Þór Björgvinsson: Baudenbacher veður villu vegar – Ef ESB og Ísland telja aðildarumsóknina í gildi þá er hún í gildi
23	5656	2026_05_28_halldor-jorgen-olesen-skrifar-engin-herskylda-esb-og-engin-lagaleid-til-ad-setja-hana-islendinga	Halldór Jörgen Olesen skrifar: Engin herskylda í ESB — og engin lagaleið til að setja hana á Íslendinga
22	3833	2026_04_15_allir-viti-um-hvad-verdi-spurt-thjodaratkvaedagreidslunni	Allir viti um hvað verði spurt í þjóðaratkvæðagreiðslunni
22	5333	2026_08_08_david-thor-bjorgvinsson-skrifar-hundavefrettir	Davíð Þór Björgvinsson skrifar: Hundavéfréttir
21	6047	2026_04_02_david-thor-bjorgvinsson-serlausnir-eru-sannarlega-bordinu-adildarsamningar-eru-raunverulegir-samningar-thad-tharf-ad-semja-um-skilmala	Davíð Þór Björgvinsson: Sérlausnir eru sannarlega á borðinu – aðildarsamningar eru raunverulegir samningar – það þarf að semja um skilmála
21	5440	2026_05_02_sigmundur-ernir-skrifar-vinsaelasta-samvinnuhreyfing-evropu	Sigmundur Ernir skrifar: Vinsælasta samvinnuhreyfing Evrópu
21	4168	2026_06_22_brexit-fyrirmynd-nei-sinna-beita-somu-arodursbrogdum-bretar-sja-nu-eftir-utgongu	Brexit fyrirmynd nei-sinna – beita sömu áróðursbrögðum – Bretar sjá nú eftir útgöngu
21	3982	2026_06_23_ordid-a-gotunni-brexit-skadlegra-en-ottast-var-storskaldid-dregur-strik-i-sandinn	Orðið á götunni: Brexit skaðlegra en óttast var – stórskáldið dregur strik í sandinn
21	4859	2026_07_05_haraldur-olafsson-skrifar-nei-takk-hvilir-a-styrkum-stodum-skynsemi-og-blythungum	Haraldur Ólafsson skrifar: Nei takk hvílir á styrkum stoðum skynsemi og blýþungum rökum
21	5503	2026_07_21_sveinn-andri-sveinsson-moldvorpur-i-ovinahernadi-gegn-hagsmunum-islands	Sveinn Andri Sveinsson: Moldvörpur í óvinahernaði gegn hagsmunum Íslands
20	5088	2026_05_19_kristrun-frostadottir-evropusambandid-gefur-meira-eftir-en-vid-fiskveidar-ekki-risamal-sambandinu	Kristrún Frostadóttir: Evrópusambandið gefur meira eftir en við – fiskveiðar ekki risamál í sambandinu
20	6108	2026_08_09_johann-pall-johannsson-verdum-ad-ljuka-vidraedum-til-ad-geta-metid-stoduna	Jóhann Páll Jóhannsson: Verðum að ljúka viðræðum til að geta metið stöðuna
19	5592	2026_04_19_ordid-gotunni-orvaentingin-blasir-vid-rykid-meira-ad-segja-dustad-af-heidrunu-lind	Orðið á götunni: Örvæntingin blasir við – rykið meira að segja dustað af Heiðrúnu Lind
19	7761	2026_05_18_kristrun-frostadottir-erum-stodugri-adlogun-ad-regluverki-esb-gegnum-ees	Kristrún Frostadóttir: Erum í stöðugri aðlögun að regluverki ESB í gegnum EES
19	2276	2026_06_10_kronan-leleg-til-ad-vardveita-verdmaeti-og-verdtrygging-byr-til-sjalfvirkt-gangvirki-til-haekkunar-verdbolgu	Krónan léleg til að varðveita verðmæti og verðtrygging býr til sjálfvirkt gangvirki til hækkunar verðbólgu
19	7083	2026_08_05_thorsteinn-palsson-skrifar-hvad-faer-island-fyrir-tru-a-motsagnir-og-imyndanir	Þorsteinn Pálsson skrifar: Hvað fær Ísland fyrir trú á mótsagnir og ímyndanir?
19	3322	2026_08_10_carl-bildt-svigrum-til-malamidlana-i-sjavarutvegi-og-landbunadi-adildarvidraedur	Carl Bildt: Svigrúm til málamiðlana í sjávarútvegi og landbúnaði – Aðildarviðræður myndu ganga hratt fyrir sig
19	4665	2026_08_17_halldor-jorgen-olesen-stadhaefingar-nei-sinna-standast-ekki-naestum-80-ibua-esb	Halldór Jörgen Olesen: Staðhæfingar nei-sinna standast ekki – næstum 80% íbúa ESB ánægðir með aðildina
18	5268	2026_06_03_albert-jonsson-island-eina-rikid-til-ad-halda-thjodaratkvaedagreidslu-um-vidraedur-aldrei-gerst-adur	Albert Jónsson: Ísland eina ríkið til að halda þjóðaratkvæðagreiðslu um viðræður – aldrei gerst áður
18	3264	2026_06_08_sigridur-hagalin-svarar-gagnrynendunum-ad-gefnu-tilefni	Sigríður Hagalín svarar gagnrýnendunum: „Að gefnu tilefni“
18	6742	2026_07_07_maria-rut-kristinsdottir-skrifar-hver-a-island	María Rut Kristinsdóttir skrifar: Hver á Ísland?
18	7891	2026_07_22_thorsteinn-palsson-skrifar-skjot-annan-veg-thangad-sem-meiri-er-thorfin	Þorsteinn Pálsson skrifar: Skjót annan veg þangað sem meiri er þörfin
18	5796	2026_07_27_thorsteinn-palsson-skrifar-hvad-felst-i-tillogunni-um-andmaelarett-trumps	Þorsteinn Pálsson skrifar: Hvað felst í tillögunni um andmælarétt Trumps?
18	7289	2026_07_29_thorsteinn-palsson-skrifar-kosid-um-oflugri-verkfaeri-en-ekki-ny-markmid	Þorsteinn Pálsson skrifar: Kosið um öflugri verkfæri en ekki ný markmið
18	4045	2026_08_08_kolbrun-bergthorsdottir-skrifar-orvaenting-og-osvifni	Kolbrún Bergþórsdóttir skrifar: Örvænting og ósvífni
17	3592	2026_04_07_david-thor-bjorgvinsson-vidtaekt-samkomulag-um-ad-thad-thurfi-ad-breyta-stjornarskranni	Davíð Þór Björgvinsson: Víðtækt samkomulag um að það þurfi að breyta stjórnarskránni
17	4188	2026_04_11_landskjorstjorn-hlytur-ad-segja-af-ser-stigin-inn-hid-politiska-svid	Landskjörstjórn hlýtur að segja af sér – stigin inn á hið pólitíska svið
17	6273	2026_04_28_halla-hrund-logadottir-styd-thjodaratkvaedagreidsluna-vil-skyr-raud-strik-sandinn	Halla Hrund Logadóttir: Styð þjóðaratkvæðagreiðsluna – vil skýr rauð strik í sandinn
17	5740	2026_06_01_halldor-jorgen-olesen-skrifar-ad-taka-mark-joni-petri	Halldór Jörgen Olesen skrifar: Á að taka mark á Jóni Pétri?
17	4013	2026_06_19_kolbrun-bergthorsdottir-skrifar-mattur-thorgerdar-katrinar-0	Kolbrún Bergþórsdóttir skrifar: Máttur Þorgerðar Katrínar
17	3346	2026_06_19_thorgerdur-katrin-thad-sem-er-verid-ad-spila-a-er-otti-og-hraedsla	Þorgerður Katrín: „Það sem er verið að spila á er ótti og hræðsla“
17	3316	2026_06_23_hannes-fer-hadsordum-um-eldhafid-og-brennandi-husid-thessa-grein-aettu-allir-ad	Hannes fer háðsorðum um „eldhafið“ og „brennandi húsið“ – „Þessa grein ættu allir að lesa“
17	8837	2026_06_29_thorsteinn-viglundsson-vil-sja-dypri-umraedu-sem-tekur-mid-af-breyttum-adstaedum-i	Þorsteinn Víglundsson: Vil sjá dýpri umræðu sem tekur mið af breyttum aðstæðum í heiminum
17	3029	2026_07_01_svarthofdi-skrifar-thad-eina-sem-getur-bjargad-morgunbladinu-er-ja-thann-29-agust	Svarthöfði skrifar: Það eina sem getur bjargað Morgunblaðinu er JÁ þann 29. ágúst
17	6241	2026_07_03_thorgerdur-katrin-gunnarsdottir-adild-ad-esb-getur-styrkt-stodu-islenskra-baenda	Þorgerður Katrín Gunnarsdóttir: Aðild að ESB getur styrkt stöðu íslenskra bænda og eflt nýliðun í greininni
17	4607	2026_08_01_pawel-bartoszek-vid-thurfum-engu-ad-breyta-hja-okkur-a-samningstimanum-algerlega	Pawel Bartoszek: Við þurfum engu að breyta hjá okkur á samningstímanum – algerlega hafið yfir vafa
16	4991	2026_04_22_eyjolfur-armannsson-skadar-ekki-ees-samninginn-ad-kjosa-um-framhald-vidraedna-ees-er-norskt-batteri	Eyjólfur Ármannsson: Skaðar ekki EES-samninginn að kjósa um framhald viðræðna – EES er norskt batterí
16	5529	2026_06_01_hilmar-thor-skrifar-evropusambandid-grikkland-og-raundaemi	Hilmar Þór skrifar: Evrópusambandið, Grikkland og raundæmi
16	4829	2026_06_30_major-telur-breta-eiga-afturkvaemt-i-evropusambandid-thetta-hefur-skadad-thjodina	Major telur Breta eiga afturkvæmt í Evrópusambandið: „Þetta hefur skaðað þjóðina“
16	5827	2026_07_03_thorgerdur-katrin-gunnarsdottir-thad-er-svo-sannarlega-haegt-ad-fa-varanlegar	Þorgerður Katrín Gunnarsdóttir: Það er svo sannarlega hægt að fá varanlegar sérlausnir um okkar helstu hagsmuni
16	3381	2026_07_22_dagur-furdar-sig-a-malflutningnum-muni-fela-i-ser-gridarlegan-velferdarabata-fyrir	Dagur furðar sig á málflutningnum: „Muni fela í sér gríðarlegan velferðarábata fyrir Ísland“
16	3865	2026_07_26_ordid-a-gotunni-sagan-sem-ekki-ma-segja	Orðið á götunni: Sagan sem ekki má segja
15	3700	2026_03_27_ordid-gotunni-bornin-okkar-eiga-thad-skilid	Orðið á götunni: Börnin okkar eiga það skilið!
15	5506	2026_04_16_thorsteinn-palsson-skrifar-serstakt-eda-almennt-vanhaefi-landskjorstjornar	Þorsteinn Pálsson skrifar: Sérstakt eða almennt vanhæfi Landskjörstjórnar
15	4971	2026_06_19_sigmundur-ernir-skrifar-anaegja-esb-thjoda-med-adild-hefur-vaxid-hratt	Sigmundur Ernir skrifar: Ánægja ESB-þjóða með aðild hefur vaxið hratt
15	7639	2026_07_06_thorgerdur-katrin-gunnarsdottir-evropusambandid-stydur-serstaklega-vid-dreifdar	Þorgerður Katrín Gunnarsdóttir: Evrópusambandið styður sérstaklega við dreifðar byggðir – ekki síst brothættar byggðir
15	3088	2026_07_16_ordid-a-gotunni-halla-bidur-folk-ad-vanda-sig-varar-vid-rongum-upplysingum	Orðið á götunni: Halla biður fólk að vanda sig – varar við röngum upplýsingum
15	4731	2026_07_23_sveinn-andri-sveinsson-anaegja-almennings-eini-maelikvardinn-a-adild-folkid-i-esb	Sveinn Andri Sveinsson: Ánægja almennings eini mælikvarðinn á aðild – fólkið í ESB er hæstánægt
15	6172	2026_07_31_pawel-bartoszek-gaedafolk-baedi-medal-nei-sinna-og-ja-sinna-vildi-alveg-hafa-marga	Pawel Bartoszek: Gæðafólk bæði meðal nei-sinna og já-sinna – vildi alveg hafa marga nei-sinna í mínu liði
15	5007	2026_08_14_david-thor-bjorgvinsson-skrifar-esb-og-skuldir-adildarrikja	Davíð Þór Björgvinsson skrifar: ESB og skuldir aðildarríkja
14	3980	2026_05_25_halldor-jorgen-skrifar-thegar-skilyrt-nei-verdur-einfaldlega-ja	Halldór Jörgen skrifar: Þegar skilyrt nei verður „einfaldlega já"
14	4370	2026_06_24_thorsteinn-palsson-skrifar-ad-opna-leidir-eda-loka-theim-1	Þorsteinn Pálsson skrifar: Að opna leiðir eða loka þeim
14	2137	2026_07_30_ordid-a-gotunni-talar-gudmundur-fertram-fyrir-hond-coloplast	Orðið á götunni: Talar Guðmundur Fertram fyrir hönd Coloplast?
13	3607	2026_04_03_david-thor-bjorgvinsson-thorf-betri-utskyringum-getur-vidraedum-ekki-lokid-odruvisi-en-med-samningi-sem-lagdur-yrdi-fyrir-thjodina	Davíð Þór Björgvinsson: Þörf á betri útskýringum – getur viðræðum ekki lokið öðruvísi en með samningi sem lagður yrði fyrir þjóðina?
13	5599	2026_04_30_thorsteinn-palsson-skrifar-orsok-kuvendingar-husi-atvinnulifsins	Þorsteinn Pálsson skrifar: Orsök kúvendingar í Húsi atvinnulífsins
13	6125	2026_05_21_kristrun-frostadottir-hverjir-vilja-ekki-leyfa-thjodinni-ad-sja-samning-hverra-hagsmuna-gaeta	Kristrún Frostadóttir: Hverjir vilja ekki leyfa þjóðinni að sjá samning? – Hverra hagsmuna gæta þeir?
13	3020	2026_05_21_thorsteinn-palsson-taetir-sig-hraedsluarodur-olafs-ragnars-grimssonar-um-island-og-esb	Þorsteinn Pálsson tætir í sig hræðsluáróður Ólafs Ragnars Grímssonar um Ísland og ESB
13	6754	2026_06_11_thorsteinn-palsson-skrifar-ad-laera-eda-laera-ekki-af-sogunni	Þorsteinn Pálsson skrifar: Að læra eða læra ekki af sögunni
13	4028	2026_07_24_kolbrun-bergthorsdottir-skrifar-skilabod-sjalfstaedisflokksins	Kolbrún Bergþórsdóttir skrifar: Skilaboð Sjálfstæðisflokksins
13	4961	2026_07_24_sveinn-andri-sveinsson-troddu-thessum-helvitis-tjakki-upp-i-rassgatid-a-ther	Sveinn Andri Sveinsson: „Troddu þessum helvítis tjakki upp í rassgatið á þér“
13	4959	2026_07_27_segir-evropusambandid-verda-ad-breytast-og-utskyrir-hvad-hjalpadi-david-ad-vera	Segir Evrópusambandið verða að breytast og útskýrir hvað hjálpaði Davíð að vera svona lengi við völd
13	7953	2026_07_29_sigvaldi-einarsson-skrifar-er-russland-thegar-ordid-leppriki-kina	Sigvaldi Einarsson skrifar: Er Rússland þegar orðið leppríki Kína?
13	2006	2026_08_03_svarthofdi-skrifar-ja-id-er-i-framsokn	Svarthöfði skrifar: Já-ið er í framsókn
13	4115	2026_08_07_ordid-a-gotunni-ef-menn-vilja-einangrun-tha-verda-their-ad-taka-afleidingum-hennar	Orðið á götunni: „Ef menn vilja einangrun, þá verða þeir að taka afleiðingum hennar“
13	4449	2026_08_14_segir-andstodu-utgerdarinnar-vid-esb-snuast-um-allt-annad-en-yfirrad-islendinga	Segir andstöðu útgerðarinnar við ESB snúast um allt annað en yfirráð Íslendinga yfir sjávarauðlindinni
12	4058	2026_04_05_kolbrun-bergthorsdottir-skrifar-ottinn-vid-ja-id	Kolbrún Bergþórsdóttir skrifar: Óttinn við já-ið
12	7286	2026_04_12_thorunn-sveinbjarnardottir-vid-erum-ad-tala-um-valdaframsal-thingsins-til-kjosenda-lydraedi-sinni-taerustu-mynd	Þórunn Sveinbjarnardóttir: Við erum að tala um valdaframsal þingsins til kjósenda – lýðræði í sinni tærustu mynd
12	5570	2026_07_07_ordid-a-gotunni-undarlegt-bandalag-adalraedumadurinn-alltaf-haft-rangt-fyrir-ser	Orðið á götunni: Undarlegt bandalag – aðalræðumaðurinn alltaf haft rangt fyrir sér
12	4744	2026_07_16_yngvi-omar-sigrunarson-skrifar-saga-af-fakeppni-a-matvorumarkadi	Yngvi Ómar Sigrúnarson skrifar: Saga af fákeppni á matvörumarkaði
12	2622	2026_07_29_ordid-a-gotunni-kristrun-slaer-i-gegn-a-althjodsvidinu	Orðið á götunni: Kristrún slær í gegn á alþjóðasviðinu
12	5916	2026_08_03_pawel-bartoszek-vid-megum-nu-afhenda-islenskum-flugfelogum-losunarheimildir	Pawel Bartoszek: Við megum nú afhenda íslenskum flugfélögum losunarheimildir án greiðslu
11	5034	2026_04_13_thorunn-sveinbjarnardottir-markvisst-unnid-ad-thvi-ad-afvegaleida-umraeduna	Þórunn Sveinbjarnardóttir: Markvisst unnið að því að afvegaleiða umræðuna
11	3020	2026_04_30_haskolaprofessor-andstaedingar-adildar-hengja-sig-algjor-smaatridi-drepa-innihaldsrikri-umraedu-dreif	Háskólaprófessor: Andstæðingar aðildar hengja sig í algjör smáatriði – drepa innihaldsríkri umræðu á dreif
11	1962	2026_05_08_svarthofdi-undur-veraldar-og-afhjupunin	Svarthöfði skrifar: Undur veraldar og afhjúpunin
11	1540	2026_06_11_nordmenn-eigi-ad-fylgjast-vel-med-thjodaratkvaedagreidslunni-islandi	Norðmenn eigi að fylgjast vel með þjóðaratkvæðagreiðslunni á Íslandi
11	2122	2026_06_19_ottar-gudmundsson-skrifar-eldri-borgarar-og-esb	Óttar Guðmundsson skrifar: Eldri borgarar og ESB
11	6834	2026_07_09_gauti-svarar-olafi-ragnari-ef-sami-thrystingur-beindist-ad-islandi-a-morgun-hver	Gauti svarar Ólafi Ragnari: „Ef sami þrýstingur beindist að Íslandi á morgun, hver mætir?“
11	2486	2026_07_24_sigurdur-holmar-johannesson-skrifar-er-politiskt-loford-nog	Sigurður Hólmar Jóhannesson skrifar: Er pólitískt loforð nóg?
11	4569	2026_08_02_pawel-bartoszek-tollar-eru-notadir-sem-vopn-breytir-stodunni	Pawel Bartoszek: Tollar eru notaðir sem vopn – breytir stöðunni
11	5240	2026_08_10_johann-pall-johannsson-sparnadurinn-af-inngongu-og-upptoku-evru-margfaldlega-vegur	Jóhann Páll Jóhannsson: Sparnaðurinn af inngöngu og upptöku evru margfaldlega vegur upp kostnaðinn
11	14301	2026_08_16_kristrun-segir-thjodina-ekki-klofna-ut-af-atkvaedagreidslunni-tilfinningahiti	Kristrún segir þjóðina ekki klofna út af atkvæðagreiðslunni – „Tilfinningahiti meðal fólksins almennt minni“
10	4450	2026_06_09_ordid-a-gotunni-thorsteinn-mar-aetlar-ad-borga-25-milljonir-krona-fyrir	Orðið á götunni: Þorsteinn Már ætlar að borga 25 milljónir króna fyrir úthringiver í ágúst
10	3425	2026_07_20_ordid-a-gotunni-gunnar-bragi-alitsgjafi-morgunbladsins-i-mannasidum	Orðið á götunni: Gunnar Bragi álitsgjafi Morgunblaðsins í mannasiðum
10	4623	2026_07_21_haukur-med-kenningu-um-thogn-hopsins-theirra-dyrmaetasta-eign-er-mannordid	Haukur með kenningu um þögn hópsins: „Þeirra dýrmætasta eign er mannorðið“
10	3526	2026_07_28_oli-runar-astthorsson-skrifar-er-betra-ad-vita-en-halda	Óli Rúnar Ástþórsson skrifar: Er betra að vita en halda?
10	4581	2026_08_07_sigvaldi-einarsson-skrifar-bandarikin-seldu-evrur-til-ad-bjarga-jeninu-er-evran	Sigvaldi Einarsson skrifar: Bandaríkin seldu evrur til að bjarga jeninu – er evran orðin nýja öryggishöfn heimsins?
10	5361	2026_08_09_sigurdur-gylfi-magnusson-olafur-reid-med-bjorgum-fram-villir-hann-stillir-hann	Sigurður Gylfi Magnússon: Ólafur reið með björgum fram, villir hann, stillir hann!
10	3567	2026_08_13_ordid-a-gotunni-kaera-gudrun-hvad-kom-svo-fyrir-formadur-sjalfstaedisflokksins	Orðið á götunni: Kæra Guðrún, hvað kom svo fyrir? – formaður Sjálfstæðisflokksins snýst eins og vindhani
9	4841	2026_04_02_hjolar-forstjorana-fataeklegt-thjodarstolt-rikra-manna	Hjólar í forstjórana - „Fátæklegt þjóðarstolt ríkra manna“
9	4653	2026_04_16_thorsteinn-palsson-umsogn-landskjorstjornar-med-ollu-marklaus-bara-spurning-um-asetning-eda-vanthekkingu	Þorsteinn Pálsson: Umsögn Landskjörstjórnar með öllu marklaus – Bara spurning um ásetning eða vanþekkingu
9	3485	2026_04_30_spyr-hvers-vegna-sa-og-vidskiptarad-hafi-kuvent-ekki-vegna-heildarhagsmuna-atvinnulifsins-landinu	Spyr hvers vegna SA og Viðskiptaráð hafi kúvent - „Ekki vegna heildarhagsmuna atvinnulífsins í landinu“
9	2588	2026_05_09_ordid-gotunni-veifiskatar-og-vindhanar-vada-uppi-midflokki-og-sjalfstaedisflokki	Orðið á götunni: Veifiskatar og vindhanar vaða uppi í Miðflokki og Sjálfstæðisflokki
9	2453	2026_06_08_dilja-mist-yfir-10-milljon-helgi-hrafn-svarar-tha-kemur-thu-og-motmaelir-thvi-eina-af-viti	Diljá Mist: „Yfir 10 milljón!“ – Helgi Hrafn svarar: „Þá kemur þú og mótmælir því eina af viti“
9	5481	2026_06_18_thorsteinn-palsson-skrifar-island-heima-tollabandalagi-tollastridi	Þorsteinn Pálsson skrifar: Á Ísland heima í tollabandalagi í tollastríði?
9	7714	2026_07_01_thorsteinn-palsson-skrifar-radherra-i-baendaglimu-og-sjomanni	Þorsteinn Pálsson skrifar: Ráðherra í bændaglímu og sjómanni
9	4335	2026_07_17_sigmundur-ernir-skrifar-sjalfstaedismenn-thekkja-thad-ad-sitja-vid-bordid	Sigmundur Ernir skrifar: Sjálfstæðismenn þekkja það að sitja við borðið
9	3194	2026_07_29_haraldur-olafsson-skrifar-x-nei-fyrir-bornin	Haraldur Ólafsson skrifar: X-NEI fyrir börnin
9	8440	2026_08_09_bjorn-jon-skrifar-gamlar-umraedur-um-evropumalin	Björn Jón skrifar: Gamlar umræður um Evrópumálin
8	4294	2026_03_29_ordid-gotunni-oldungar-ymsum-aldri-moti-framtidinni-daemigerd-skrif-evropuandstaedinga-morgunbladinu	Orðið á götunni: Öldungar á ýmsum aldri á móti framtíðinni – dæmigerð skrif Evrópuandstæðinga í Morgunblaðinu
8	5510	2026_04_29_halla-hrund-logadottir-evropusambandsadild-eykur-likur-vaxtalaekkunum	Halla Hrund Logadóttir: Evrópusambandsaðild eykur líkur á vaxtalækkunum
8	5519	2026_05_20_kristrun-frostadottir-segdu-ja-ef-thu-ert-oviss-faerd-alltaf-taekifaeri-seinna-til-ad-segja-nei	Kristrún Frostadóttir: Segðu já ef þú ert óviss – færð alltaf tækifæri seinna til að segja nei
8	5805	2026_06_04_thorsteinn-palsson-skrifar-dadi-mar-saekir-vatnid-yfir-baejarlaekinn	Þorsteinn Pálsson skrifar: Daði Már sækir vatnið yfir bæjarlækinn
8	3794	2026_06_13_sigmundur-ernir-skrifar-heimssyn-er-hraedslubandalag	Sigmundur Ernir skrifar: Heimssýn er hræðslubandalag
8	3328	2026_07_02_heimssyn-klofnar	Heimssýn klofnar
8	4684	2026_07_15_thorsteinn-palsson-skrifar-abyrg-samvinna-i-loftslagsmalum-er-val	Þorsteinn Pálsson skrifar: Ábyrg samvinna í loftslagsmálum er val
8	3948	2026_07_22_sveinn-andri-sveinsson-orvaenting-hja-nei-lidinu-hagsmunaadilar-sem-vedja-med	Sveinn Andri Sveinsson: Örvænting hjá nei-liðinu – hagsmunaaðilar sem veðja með verðbólgu gegn almenningi
8	3014	2026_07_22_thordis-kolbrun-ad-sjalfsogdu-hlytur-adild-ad-esb-ad-vera-valkostur-fyrir-island	Þórdís Kolbrún: Að sjálfsögðu hlýtur aðild að ESB að vera valkostur fyrir Ísland
8	4575	2026_07_27_birgir-hermannsson-skrifar-island-best-i-heimi	Birgir Hermannsson skrifar: Ísland best í heimi
8	4270	2026_07_28_arnor-sighvatsson-ad-sitja-vid-bordid-eda-vera-a-matsedlinum	Arnór Sighvatsson: Að sitja við borðið eða vera á matseðlinum
8	3178	2026_08_10_margret-gudmundsdottir-enginn-godur-stjornandi-hafnar-mikilvaegum	Margrét Guðmundsdóttir: Enginn góður stjórnandi hafnar mikilvægum samningaviðræðum fyrir fram
7	5709	2026_04_02_thorsteinn-palsson-skrifar-er-island-rikt-til-ad-eiga-samleid-med-odrum-thjodum	Þorsteinn Pálsson skrifar: Er Ísland of ríkt til að eiga samleið með öðrum þjóðum?
